CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
3/28/2017,8:30,MANHATTAN,10029,40.79794,-73.94,"(40.797943, -73.94003)",EAST 116 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3641158,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,
3/29/2017,15:55,BROOKLYN,11230,40.61617,-73.9546,"(40.61617, -73.9546)",OCEAN AVENUE,AVENUE N,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3643359,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
4/12/2017,9:30,MANHATTAN,10007,40.71206,-74.0102,"(40.712063, -74.01016)",CHURCH STREET,VESEY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3649693,Taxi,Sedan,Taxi,,
4/17/2017,12:37,QUEENS,11691,40.60236,-73.7595,"(40.602356, -73.75953)",GIPSON STREET,CORNAGA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3652707,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
4/4/2017,11:25,BROOKLYN,11233,40.67665,-73.9165,"(40.676647, -73.91647)",ATLANTIC AVENUE,SARATOGA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,Unspecified,Unspecified,,3646169,Sedan,Sedan,Sedan,,
4/6/2017,9:00,BRONX,10456,40.83394,-73.9087,"(40.83394, -73.9087)",WEBSTER AVENUE,EAST 169 STREET,,1,0,1,0,0,0,0,0,Other Vehicular,Other Vehicular,Alcohol Involvement,Unspecified,,3646510,PK,Van,Sedan,Taxi,
4/12/2017,8:40,QUEENS,11435,40.69841,-73.8065,"(40.698406, -73.80647)",SUTPHIN BOULEVARD,95 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,3657152,Sedan,Tractor Truck Diesel,Bus,,
4/14/2017,4:51,BROOKLYN,11236,40.6481,-73.9147,"(40.6481, -73.91474)",REMSEN AVENUE,DITMAS AVENUE,,3,0,1,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,3659045,Sedan,Sedan,Sedan,,
3/28/2017,6:15,BROOKLYN,11233,40.67308,-73.9112,"(40.67308, -73.91124)",EASTERN PARKWAY,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3640578,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
4/9/2017,16:00,STATEN ISLAND,10310,40.62899,-74.1072,"(40.628994, -74.10722)",MORRISON AVENUE,LAWRENCE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3647851,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
4/14/2017,5:30,BROOKLYN,11216,40.68096,-73.9377,"(40.68096, -73.93765)",MARCUS GARVEY BOULEVARD,DECATUR STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,3652144,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/6/2017,8:38,QUEENS,11101,40.74212,-73.9275,"(40.742123, -73.92745)",38 STREET,47 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,Unspecified,,,3646248,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
4/3/2017,16:00,BRONX,10473,40.82256,-73.871,"(40.82256, -73.87101)",METCALF AVENUE,STORY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3644854,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
3/17/2017,11:45,BROOKLYN,11211,40.71406,-73.9529,"(40.71406, -73.95292)",RODNEY STREET,METROPOLITAN AVENUE,,1,0,0,0,0,0,1,0,Oversized Vehicle,Aggressive Driving/Road Rage,Unspecified,,,3634776,Tractor Truck Gasoline,Concrete Mixer,Sedan,,
3/18/2017,1:10,QUEENS,11106,40.76435,-73.9235,"(40.764347, -73.92347)",31 STREET,31 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Following Too Closely,Unspecified,,,3634415,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
3/12/2017,10:00,QUEENS,11358,40.76288,-73.7952,"(40.762875, -73.79516)",CROCHERON AVENUE,171 STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,Turning Improperly,Unspecified,,,3630970,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2/27/2017,18:02,BRONX,10451,40.82724,-73.9241,"(40.827244, -73.92406)",EAST 161 STREET,WALTON AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,3623523,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/17/2017,1:10,QUEENS,11417,40.67788,-73.8506,"(40.677876, -73.85064)",87 STREET,107 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Following Too Closely,Unspecified,Unspecified,,3637398,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/4/2017,10:51,BROOKLYN,11219,40.62452,-73.9975,"(40.62452, -73.99749)",64 STREET,NEW UTRECHT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,,3625609,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,Sedan,
3/17/2017,8:30,BRONX,10470,40.89624,-73.8724,"(40.89624, -73.87242)",EAST 233 STREET,ONEIDA AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Obstruction/Debris,Unspecified,,,3633517,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/16/2017,11:50,QUEENS,11422,40.65255,-73.7466,"(40.652554, -73.74656)",BROOKVILLE BOULEVARD,149 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3633178,Sedan,Sedan,Sedan,,
3/15/2017,23:20,BROOKLYN,11207,40.65753,-73.898,"(40.65753, -73.89797)",LINDEN BOULEVARD,SNEDIKER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,,,3632683,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/25/2017,14:10,BROOKLYN,11212,40.67009,-73.908,"(40.670094, -73.907974)",PITKIN AVENUE,WATKINS STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Following Too Closely,Unspecified,,,3621628,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/26/2017,5:00,BROOKLYN,11230,40.61462,-73.9687,"(40.61462, -73.968666)",OCEAN PARKWAY,AVENUE N,,0,0,0,0,0,0,0,0,Alcohol Involvement,Fell Asleep,Unspecified,,,3622133,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/22/2017,20:30,QUEENS,11417,40.66711,-73.8347,"(40.667114, -73.834656)",NORTH CONDUIT AVENUE,COHANCY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3637677,Sedan,Sedan,Pick-up Truck,Sedan,
3/17/2017,23:40,QUEENS,11375,40.71958,-73.8398,"(40.71958, -73.83978)",QUEENS BOULEVARD,ASCAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3634311,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/7/2017,16:10,BROOKLYN,11213,40.66925,-73.9394,"(40.66925, -73.93944)",EASTERN PARKWAY,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3630416,Sedan,Sedan,Sedan,,
3/11/2017,8:25,QUEENS,11367,40.71734,-73.8254,"(40.717335, -73.825424)",UNION TURNPIKE,PARK DRIVE EAST,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,,3629938,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
3/13/2017,14:00,BRONX,10457,40.84434,-73.892,"(40.84434, -73.892044)",FAIRMOUNT PLACE,CROTONA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,Unspecified,,,3631347,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
3/16/2017,12:00,BROOKLYN,11203,40.65823,-73.9321,"(40.658234, -73.9321)",WINTHROP STREET,EAST 49 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,3642264,Station Wagon/Sport Utility Vehicle,Carry All,Sedan,,
3/16/2017,16:37,BROOKLYN,11223,40.59232,-73.9607,"(40.592323, -73.96074)",CRAWFORD AVENUE,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,,,3633491,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/5/2017,15:57,BROOKLYN,11230,40.61552,-73.9605,"(40.615517, -73.96052)",EAST 14 STREET,AVENUE N,,1,0,0,0,0,0,1,0,Unsafe Speed,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,3630388,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
2/27/2017,8:30,QUEENS,11412,40.6934,-73.756,"(40.6934, -73.75602)",LINDEN BOULEVARD,196 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Unspecified,,,3623002,Sedan,Sedan,Sedan,,
2/24/2017,11:30,QUEENS,11372,40.74734,-73.8867,"(40.74734, -73.88673)",ROOSEVELT AVENUE,79 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,3621219,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
3/16/2017,17:57,BRONX,10454,40.80462,-73.9067,"(40.804615, -73.90666)",EAST 141 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Unspecified,,,3633723,Carry All,Sedan,Flat Bed,,
3/9/2017,14:00,BRONX,10458,40.86723,-73.8869,"(40.86723, -73.88692)",EAST 198 STREET,MARION AVENUE,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unsafe Speed,Unspecified,Unspecified,,3631764,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,
3/11/2017,5:50,BROOKLYN,11215,40.65771,-73.9829,"(40.65771, -73.98286)",18 STREET,PROSPECT PARK WEST,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,Unspecified,Unspecified,Unspecified,3629954,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
3/3/2017,22:20,QUEENS,11417,40.66711,-73.8347,"(40.667114, -73.834656)",NORTH CONDUIT AVENUE,COHANCY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3627269,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/25/2017,8:49,BRONX,10457,40.85197,-73.8971,"(40.851967, -73.897095)",EAST 180 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Failure to Yield Right-of-Way,Unspecified,,,3621864,Sedan,Box Truck,Box Truck,,
3/21/2017,17:15,BROOKLYN,11226,40.65415,-73.9499,"(40.65415, -73.949936)",NOSTRAND AVENUE,LENOX ROAD,,1,0,0,0,1,0,0,0,Passing Too Closely,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,3638100,Sedan,Station Wagon/Sport Utility Vehicle,Bike,,
3/19/2017,23:08,BRONX,10473,40.81902,-73.848,"(40.819016, -73.84804)",CASTLE HILL AVENUE,RANDALL AVENUE,,2,0,1,0,0,0,1,0,Other Vehicular,Turning Improperly,Unspecified,,,3635352,Sedan,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,,
2/17/2017,9:00,BROOKLYN,11210,40.62677,-73.9469,"(40.62677, -73.946884)",NOSTRAND AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,Following Too Closely,,,3618508,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/14/2017,23:30,QUEENS,11377,40.73764,-73.8959,"(40.73764, -73.895935)",69 STREET,49 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Unspecified,,,3616027,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/1/2017,18:41,STATEN ISLAND,10308,40.5377,-74.15,"(40.5377, -74.15002)",HYLAN BOULEVARD,ARMSTRONG AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3608224,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,,
2/8/2017,11:06,QUEENS,11419,40.69214,-73.8349,"(40.692135, -73.83485)",ATLANTIC AVENUE,111 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3611824,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/5/2017,22:00,QUEENS,11434,40.65616,-73.7674,"(40.65616, -73.76736)",ROCKAWAY BOULEVARD,BREWER BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,3610528,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2/22/2017,15:30,BROOKLYN,11207,40.67736,-73.8869,"(40.677357, -73.88687)",ATLANTIC AVENUE,WARWICK STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3620049,Pick-up Truck,Sedan,Bus,,
2/18/2017,17:55,QUEENS,11355,40.75667,-73.8288,"(40.75667, -73.828804)",MAIN STREET,SANFORD AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3617674,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/13/2017,8:45,QUEENS,11417,40.66711,-73.8347,"(40.667114, -73.834656)",NORTH CONDUIT AVENUE,COHANCY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3615200,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
1/31/2017,14:20,BROOKLYN,11219,40.62349,-74.0005,"(40.62349, -74.000534)",67 STREET,14 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,Unspecified,,,3607563,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/1/2017,18:00,QUEENS,11428,40.72055,-73.736,"(40.720554, -73.73604)",SPRINGFIELD BOULEVARD,94 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,Unspecified,,,3608101,Sedan,Sedan,Sedan,,
2/18/2017,3:30,BROOKLYN,11216,40.68024,-73.9468,"(40.68024, -73.946754)",NEW YORK AVENUE,FULTON STREET,,4,0,0,0,0,0,4,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3618937,Sedan,Sedan,Sedan,,
1/26/2017,15:15,MANHATTAN,10019,40.76912,-73.9886,"(40.769115, -73.98856)",10 AVENUE,WEST 57 STREET,,0,0,0,0,0,0,0,0,Accelerator Defective,Other Vehicular,Unspecified,,,3605398,Taxi,Sedan,Taxi,,
2/19/2017,2:50,QUEENS,11418,40.69528,-73.8411,"(40.695282, -73.84114)",106 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,Other Vehicular,Other Vehicular,Other Vehicular,3618679,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
2/13/2017,15:30,BROOKLYN,11210,40.62397,-73.9502,"(40.62397, -73.95021)",AVENUE K,EAST 26 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Passing or Lane Usage Improper,,,3615923,Sedan,Sedan,Sedan,,
2/10/2017,7:49,BROOKLYN,11222,40.72899,-73.9507,"(40.728992, -73.95067)",CALYER STREET,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,3613178,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/5/2017,20:20,BRONX,10465,40.87831,-73.8702,"(40.87831, -73.870155)",BRONX RIVER PARKWAY,EAST GUN HILL ROAD,,1,0,0,0,0,0,1,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,,,3612950,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/7/2017,16:45,MANHATTAN,10037,40.81017,-73.9374,"(40.810173, -73.937416)",EAST 132 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Unspecified,,3611429,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Taxi,
2/12/2017,0:46,BROOKLYN,11221,40.68683,-73.9388,"(40.686825, -73.93881)",MARCUS GARVEY BOULEVARD,MONROE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Speed,Unspecified,,,3616081,Sedan,Sedan,Sedan,,
2/3/2017,14:05,BRONX,10469,40.8733,-73.8536,"(40.8733, -73.853645)",EAST GUN HILL ROAD,BOSTON ROAD,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3613096,Sedan,Tractor Truck Diesel,Sedan,,
2/19/2017,4:45,MANHATTAN,10012,40.72721,-73.9953,"(40.72721, -73.99528)",BROADWAY,BOND STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3617924,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
1/25/2017,7:02,MANHATTAN,10013,40.72258,-74.0064,"(40.722584, -74.00636)",VARICK STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,Unspecified,,,3604261,Dump,Taxi,Taxi,,
1/25/2017,15:18,BROOKLYN,11210,40.63843,-73.9512,"(40.638428, -73.951164)",ROGERS AVENUE,FOSTER AVENUE,,6,0,0,0,0,0,6,0,Unsafe Lane Changing,Failure to Yield Right-of-Way,Unspecified,,,3605910,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/7/2017,18:35,BROOKLYN,11207,40.67956,-73.8989,"(40.67956, -73.8989)",HIGHLAND BOULEVARD,FANCHON PLACE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3593614,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
1/12/2017,14:50,STATEN ISLAND,10306,40.57322,-74.107,"(40.57322, -74.106995)",HYLAN BOULEVARD,OTIS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3597081,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/10/2017,7:45,BROOKLYN,11206,40.69783,-73.9368,"(40.69783, -73.93677)",BROADWAY,ARION PLACE,,3,0,0,0,0,0,3,0,Pavement Slippery,Outside Car Distraction,Unspecified,,,3595646,Sedan,Sedan,Sedan,,
12/31/2016,0:00,QUEENS,11419,40.68514,-73.8206,"(40.68514, -73.8206)",107 AVENUE,122 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3590904,Sedan,Sedan,Sedan,Sedan,
1/8/2017,13:39,BROOKLYN,11226,40.65067,-73.9525,"(40.65067, -73.95248)",CHURCH AVENUE,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Unspecified,,,3598947,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
1/9/2017,9:07,BRONX,10470,40.89624,-73.8724,"(40.89624, -73.87242)",ONEIDA AVENUE,EAST 233 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unsafe Lane Changing,Pavement Slippery,Unspecified,,3595701,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
1/7/2017,12:30,BROOKLYN,11205,40.69621,-73.9616,"(40.696205, -73.96159)",CLASSON AVENUE,PARK AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,Unspecified,,,3593716,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/26/2016,23:45,MANHATTAN,10075,40.77334,-73.9551,"(40.773335, -73.95506)",2 AVENUE,EAST 79 STREET,,4,0,0,0,0,0,4,0,Other Vehicular,Reaction to Uninvolved Vehicle,Following Too Closely,,,3587333,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Taxi,,
1/4/2017,14:48,QUEENS,11691,40.60811,-73.7541,"(40.608105, -73.75414)",BEACH CHANNEL DRIVE,NAMEOKE STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,,,3592123,Sedan,Sedan,Sedan,,
1/7/2017,16:51,BROOKLYN,11203,40.64664,-73.9246,"(40.64664, -73.9246)",KINGS HIGHWAY,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,3594337,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/31/2016,16:45,BROOKLYN,11203,40.65812,-73.934,"(40.65812, -73.934006)",WINTHROP STREET,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Outside Car Distraction,Unspecified,,,3589983,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
1/15/2017,19:43,BROOKLYN,11229,40.60223,-73.9343,"(40.60223, -73.93427)",STUART STREET,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inexperience,Passing or Lane Usage Improper,Unspecified,,,3598605,Sedan,Sedan,Sedan,,
1/21/2017,19:15,BRONX,10460,40.8375,-73.8807,"(40.8375, -73.880684)",CROSS BRONX EXPRESSWAY,SHERIDAN EXPRESSWAY,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3602258,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
1/1/2017,22:30,QUEENS,11420,40.68229,-73.8081,"(40.682285, -73.80805)",LINDEN BOULEVARD,134 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3590449,Taxi,Sedan,Taxi,,
12/28/2016,0:42,BRONX,10454,40.81035,-73.9176,"(40.810352, -73.91761)",BROOK AVENUE,EAST 142 STREET,,6,0,0,0,0,0,6,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3588509,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/2/2017,6:18,BROOKLYN,11213,40.6685,-73.9256,"(40.668495, -73.925606)",BUFFALO AVENUE,EASTERN PARKWAY,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,3592696,Sedan,Sedan,Sedan,,
12/27/2016,14:29,MANHATTAN,10003,40.73329,-73.9872,"(40.73329, -73.98719)",3 AVENUE,EAST 14 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3588626,Dump,Sedan,Sedan,,
12/28/2016,0:00,QUEENS,11354,40.76396,-73.8281,"(40.763958, -73.82814)",NORTHERN BOULEVARD,UNION STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Traffic Control Disregarded,Unspecified,,,3588541,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/6/2017,17:00,QUEENS,11422,40.66526,-73.7396,"(40.665257, -73.739555)",SOUTH CONDUIT AVENUE,BROOKVILLE BOULEVARD,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Following Too Closely,Unspecified,,,3593178,Sedan,Sedan,Sedan,,
12/28/2016,13:59,BRONX,10457,40.848,-73.8924,"(40.848, -73.89243)",ARTHUR AVENUE,EAST 179 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Traffic Control Disregarded,Unspecified,,,3588551,Pick-up Truck,Sedan,Sedan,,
1/13/2017,16:57,QUEENS,11377,40.73967,-73.8988,"(40.739666, -73.898834)",LAUREL HILL BOULEVARD,66 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,3598019,Pick-up Truck,Sedan,Sedan,,
1/22/2017,20:30,BROOKLYN,11221,40.6875,-73.933,"(40.687496, -73.93297)",STUYVESANT AVENUE,MONROE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,3604412,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,,
12/31/2016,13:00,BROOKLYN,11223,40.60223,-73.9687,"(40.602226, -73.968666)",EAST 4 STREET,AVENUE S,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3590452,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
1/7/2017,10:47,MANHATTAN,10028,40.77465,-73.9541,"(40.774654, -73.9541)",EAST 81 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3595639,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
1/12/2017,21:20,BROOKLYN,11213,40.67533,-73.9361,"(40.67533, -73.93609)",TROY AVENUE,BERGEN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Backing Unsafely,,,3597792,Sedan,Sedan,Sedan,,
